acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.6709999999999999,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]",0.687,176533,0.557,0,0fSiph081hxiAPQ95Ra786,0.000468,8,0.0353,-11.106,1,I Want To Be Happy,1,1924,0.0594,121.01100000000001,0.809,1924
0.968,['Hot Lips Page'],0.626,200067,0.452,0,0ffe3xtnnDpGxRE3lHIwhD,0.0252,7,0.11900000000000001,-12.341,0,Jump For Joy,0,1924,0.0698,125.29299999999999,0.835,1924
0.985,['Georges Milton'],0.7070000000000001,154893,0.316,0,0jevjABCJ7yA139ejmBjZY,0.0,0,0.16699999999999998,-16.541,1,J'aime pas ca,0,1924,0.0686,90.009,0.841,1924
0.985,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke']",0.778,170173,0.179,0,0lL9oZj00ktbJjmvJhuGnp,0.755,5,0.0889,-13.443,1,My Pet,1,1924,0.0502,96.40799999999999,0.726,1924
0.992,['Bayan Sultan'],0.382,166699,0.222,0,0u2QMHIKMviLxV4afomuiP,0.902,2,0.12,-14.032,1,Gemi Kalkar Sular Aka,0,1924-12-18,0.0712,80.039,0.515,1924
0.624,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]",0.657,180667,0.455,0,15SUltrayJlHNaoEVI1NgM,0.0019399999999999999,10,0.214,-11.877,1,Rum and Coca Cola,1,1924,0.0547,143.431,0.96,1924
0.991,['Mistinguett'],0.6559999999999999,161933,0.467,0,1EO65UEEPfy7CR0NK2sDxy,0.0,9,0.21899999999999997,-12.392000000000001,0,Ils n'ont pas ca,0,1924,0.177,129.865,0.7290000000000001,1924
0.0869,"['The Velvet Underground', 'Nico']",0.506,175893,0.442,0,11607FzqoipskTsXrwEHnJ,0.0023899999999999998,5,0.0846,-13.267999999999999,0,Sunday Morning,67,1967-03-12,0.0276,105.82600000000001,0.532,1967
0.0929,['Gerry Rafferty'],0.4970000000000001,365627,0.349,0,5gOd6zDC8vhlYjqbQdJVWP,0.027999999999999997,7,0.259,-14.0,1,Baker Street,68,1978,0.0297,113.762,0.42100000000000004,1978
0.121,['Ramones'],0.56,149787,0.965,0,5NoQvINZLBV1wMYPdNmReL,6.23e-06,11,0.16899999999999998,-2.3409999999999997,1,I Wanna Be Sedated,65,1978,0.0409,162.825,0.9640000000000001,1978
0.0524,['REO Speedwagon'],0.46299999999999997,221387,0.629,0,0cO7JEo8deKuQMWpDyjenY,0.0,2,0.17600000000000002,-7.075,1,Time for Me to Fly,60,1978-03-16,0.0269,81.797,0.45899999999999996,1978
0.0765,['The Jacksons'],0.774,214200,0.6409999999999999,0,3qI94hINNNeb4S7xQi18lS,0.0,1,0.0867,-10.193,1,Blame It on the Boogie,68,1978-12-17,0.0799,113.256,0.875,1978
0.0532,['Blondie'],0.442,217364,0.922,0,59CLe8stbcx4XYBWdsfbwK,3.86e-06,2,0.0768,-5.086,1,One Way Or Another,56,1978-09-23,0.0655,162.27200000000005,0.855,1978
0.16699999999999998,['Jimmy Buffett'],0.698,176093,0.6890000000000001,0,6VeZ970uI0Yi6sjBgyFBrp,0.00011899999999999999,2,0.0692,-12.529000000000002,1,Cheeseburger In Paradise,57,1978-01-01,0.0577,139.997,0.972,1978
0.00266,['REO Speedwagon'],0.204,335827,0.8959999999999999,0,16x9viSmRS3PII71Pdeowc,0.0,0,0.152,-5.931,1,Roll with the Changes,58,1978-03-16,0.049,90.6,0.653,1978
0.127,['Chaka Khan'],0.617,247413,0.879,0,1oFiPGBafH9Woo9AMwgBSl,5.710000000000001e-05,0,0.33899999999999997,-7.564,0,I'm Every Woman,67,1978-10-13,0.0455,114.45299999999999,0.746,1978
0.00933,['Elvis Costello & The Attractions'],0.644,196680,0.8140000000000001,0,0JgMHia55MBfhfqZIRi3kF,0.000617,11,0.107,-6.0360000000000005,1,Pump It Up,61,1978-01-01,0.0385,138.999,0.965,1978
0.0258,['CHIC'],0.91,331360,0.6409999999999999,0,7Kszjzps0xbQXyo1pO4KfE,6.42e-05,7,0.0642,-11.315999999999999,1,Le Freak - 2018 Remaster,66,1978-08-11,0.0589,118.53299999999999,0.903,1978
0.242,['Talking Heads'],0.66,302520,0.485,0,1oV1tu8utgHQjLJsEK9sVl,0.0102,2,0.0585,-8.101,1,Take Me to the River - 2005 Remaster,58,1978-07-14,0.0258,99.82799999999999,0.8290000000000001,1978
0.09699999999999999,['Van Halen'],0.556,209587,0.9309999999999999,0,6MumccCPd4N6qBVdl0gSeM,0.00182,8,0.231,-6.125,1,Jamie's Cryin' - 2015 Remaster,56,1978-02-10,0.0429,128.001,0.7,1978
0.129,['Men At Work'],0.7390000000000001,222320,0.45899999999999996,0,3ZZq9396zv8pcn5GYVhxUi,0.0194,11,0.0474,-14.42,0,Down Under,67,1981-11-09,0.0294,107.115,0.892,1981
0.0184,['DJ Quik'],0.833,352907,0.64,1,5xEm63lXBhJKZgjRDMWH3H,0.0,10,0.102,-5.6739999999999995,0,Dollaz + Sense,55,1995,0.21899999999999997,99.28399999999999,0.465,1995
0.17600000000000002,['Trisha Yearwood'],0.711,167907,0.642,0,08c3wmdjKSjxTJY9cHSts7,0.0,0,0.0814,-8.908999999999997,1,XXX's And OOO's (An American Girl),54,1995-01-01,0.0319,125.831,0.762,1995
0.5489999999999999,['ODB'],0.7040000000000001,217507,0.701,1,2FWmKZ3kNbVsKGhuNHsltW,0.0,2,0.664,-8.031,1,Brooklyn Zoo,57,1995,0.46,92.03200000000001,0.618,1995
0.4320000000000001,['LL Cool J'],0.8170000000000001,229373,0.584,1,0UN5OvKlbg06LnZyVk48ll,0.00609,7,0.225,-9.785,1,Loungin (Who Do Ya Luv) - Remix,57,1995-11-20,0.174,99.947,0.501,1995
0.0562,['Alanis Morissette'],0.48200000000000004,267293,0.8079999999999999,0,735rjks7kQgWCjTQlIHMuH,0.0,0,0.20199999999999999,-7.176,1,Head over Feet - 2015 Remaster,59,1995,0.065,79.59899999999998,0.43799999999999994,1995
0.0271,"['GZA', 'RZA', 'Ghostface Killah', 'Killah Priest']",0.708,276968,0.447,0,4qfUlchVD7WM4JhA5xio6m,0.000728,1,0.102,-6.305,1,4th Chamber,57,1995-01-01,0.0952,89.62,0.0384,1995
0.0611,['Grand Puba'],0.865,263533,0.6409999999999999,1,3nqnWEZnYoetfO2ksMZZVK,0.00010700000000000001,10,0.218,-6.652,0,I Like It (I Wanna Be Where You Are),58,1995-06-20,0.162,95.307,0.762,1995
0.0057,['Pulp'],0.314,351627,0.797,0,2fXKyAyPrEa24c6PJyqznF,5.59e-05,0,0.0718,-9.026,1,Common People,68,1995-10-30,0.038,145.393,0.569,1995
0.335,['Collective Soul'],0.733,215867,0.7240000000000001,0,4bGqztBI8a5tpT6mFbD2qS,0.00015900000000000002,0,0.106,-7.055,1,Where The River Flows,54,1995-03-14,0.0314,127.632,0.9640000000000001,1995
0.0635,['Shakira'],0.743,231693,0.78,0,6IGvaQ4aFBjy66TdUurIiA,0.0,7,0.126,-9.212,1,Donde Estas Corazon,66,1995-10-06,0.0722,109.044,0.597,1995
0.5670000000000001,['Faith Hill'],0.613,197667,0.355,0,3rXdABev6vQtBCElztIl7m,0.0,6,0.0909,-8.218,1,It Matters to Me,53,1995-08-18,0.0247,135.622,0.129,1995
0.0257,"['Misfits', 'Glenn Danzig']",0.18100000000000002,119827,0.946,0,0S8LgLoseDB6W2HWd1ym6P,0.223,0,0.344,-5.308,1,Last Caress,56,1995-01-01,0.096,178.743,0.363,1995
0.757,['Miguel Y Miguel'],0.7659999999999999,172040,0.387,0,4FcYptmG7nIfAH9XW8R4YA,1.74e-06,9,0.0484,-7.58,1,Cruz De Madera,57,1995-01-01,0.033,110.89,0.764,1995
0.00565,['Red Hot Chili Peppers'],0.439,248640,0.7090000000000001,0,6HksxcBzMVdT17aq1Q79Xe,0.0015199999999999999,0,0.131,-3.545,1,My Friends,61,1995-09-12,0.026000000000000002,81.331,0.319,1995
0.0816,"['Mack 10', 'Ice Cube']",0.917,253800,0.665,1,28SF0lKRqso9SSTDpbv991,0.0,8,0.196,-6.053,1,Foe Life,53,1995-01-01,0.0924,91.08200000000001,0.8079999999999999,1995
0.007859999999999999,['Björk'],0.462,234333,0.677,0,3vEmpJQC2p8h0U3OiBufQm,7.15e-05,6,0.226,-9.262,1,Army of Me,50,1995-06-13,0.0327,172.192,0.46799999999999997,1995
0.46299999999999997,"['Marco Antonio Solís', 'Los Bukis']",0.723,285107,0.425,0,5cUeyXKmaqNctvDDo3cftd,0.000822,7,0.242,-13.548,1,Te Amo Mamá,58,1995-01-01,0.025,99.898,0.6709999999999999,1995
0.6859999999999999,['Tom T. Hall'],0.652,172627,0.493,0,11QUG7teTcHUXgP1KsdvuX,0.0,7,0.348,-13.312999999999999,1,Faster Horses (The Cowboy And The Poet),51,1995-11-14,0.0505,115.18,0.858,1995
2.3899999999999998e-05,['Megadeth'],0.6890000000000001,227973,0.7190000000000001,0,3CI1JP2ooMBSFjIy1u6Yrc,0.679,3,0.314,-8.642999999999999,0,Angry Again,56,1995,0.0304,127.98200000000001,0.9590000000000001,1995
0.0748,['Bone Thugs-N-Harmony'],0.878,261773,0.607,1,55RXcZ0Mpwt97vj2Angnn1,0.0,11,0.659,-9.032,0,East 1999,51,1995-07-25,0.149,129.472,0.735,1995
0.0139,['DOWN'],0.444,282507,0.9109999999999999,0,7DuRbuweGD2cpGN74cpPAF,0.00955,11,0.0868,-6.117000000000001,0,Stone the Crow,56,1995-08-29,0.0398,106.43700000000001,0.556,1995
0.0025399999999999997,['Foo Fighters'],0.306,232533,0.985,0,4LGKzrdEeBwR9UHCGlDT0W,0.626,0,0.13,-6.687,1,I'll Stick Around,56,1995-07-04,0.0822,133.963,0.255,1995
0.00877,['Sublime'],0.804,170907,0.696,1,3B4q6KbHbGV51HO3GznBFF,0.000985,7,0.314,-7.47,1,What I Got,72,1996-07-30,0.0899,95.721,0.657,1996
0.8079999999999999,"['Bing Crosby', 'The Andrews Sisters']",0.513,172173,0.156,0,1GQ3cCJMAhLqWARyVZWxnO,0.0,3,0.322,-13.668,1,Mele Kalikimaka - Single Version,71,1996-11-19,0.0717,207.975,0.589,1996
0.0279,['Fugees'],0.765,298773,0.29,0,0Q0IVlqMV64kNLlwjPj0Hl,0.0,4,0.5710000000000001,-17.117,0,Killing Me Softly With His Song,77,1996-02-13,0.139,92.40899999999999,0.506,1996
0.0124,['Rage Against The Machine'],0.41200000000000003,229467,0.919,1,0tZ3mElWcr74OOhKEiNz1x,0.0601,5,0.424,-7.291,1,Bulls On Parade,73,1996-04-16,0.184,166.36700000000005,0.5720000000000001,1996
0.0063100000000000005,['Mark Morrison'],0.715,213093,0.833,0,3jDdpx9PMlfMBS5tOBHFm9,0.0,2,0.16399999999999998,-5.379,1,Return of the Mack,72,1996-04-22,0.10800000000000001,95.48700000000001,0.612,1996
0.03,"['2Pac', 'Big Syke']",0.873,307773,0.7190000000000001,1,5e7ldn9Kwo8Aw9Z8ql9cDj,0.0,1,0.33299999999999996,-5.9479999999999995,1,All Eyez On Me (ft. Big Syke),76,1996,0.248,93.281,0.858,1996
0.303,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",0.867,304600,0.6459999999999999,0,6MdqqkQ8sSC0WB4i8PyRuQ,0.0,1,0.27899999999999997,-4.6739999999999995,0,No Diggity,75,1996-09-09,0.28800000000000003,88.634,0.67,1996
0.122,['Dave Matthews Band'],0.541,316467,0.677,0,1HL3yEnYq8LEyFQ3QegA5V,0.0191,4,0.0938,-10.764000000000001,1,Crash into Me,66,1996-04-30,0.0373,101.1,0.555,1996
0.000779,['Marilyn Manson'],0.621,218827,0.8340000000000001,1,2aIB1CdRRG7YLBu9hNw9nR,0.456,10,0.0611,-10.068,0,The Beautiful People,72,1996,0.0557,143.97299999999996,0.937,1996
0.0362,['Sublime'],0.708,253840,0.757,0,4eamJr2k9YDH8j58RSTmSc,0.0,7,0.17,-5.121,1,Doin' Time - Original Version,64,1996-07-30,0.0791,80.976,0.552,1996
0.0015199999999999999,['TOOL'],0.375,363067,0.682,0,6AioOohg4bQZFA4jIYQQ2r,0.598,0,0.0897,-6.898,0,Forty Six & 2,66,1996-09-17,0.0364,159.23,0.396,1996
0.114,['Rusted Root'],0.5,263333,0.6809999999999999,0,6hs3SDnbO3f6VQuPO4KBEb,4.01e-05,0,0.139,-9.556000000000001,1,Send Me on My Way,71,1996-11-12,0.0672,119.46,0.745,1996
0.17600000000000002,['Too $hort'],0.902,341427,0.41100000000000003,1,5K5dQsYdSdo2LKdepxbYAd,0.0,1,0.11900000000000001,-5.311,1,Gettin' It,62,1996-05-21,0.217,84.07,0.667,1996
0.484,"['Keith Sweat', 'Athena Cage']",0.6990000000000001,264773,0.4920000000000001,0,4SF1747p541umnykBp352Q,0.0,9,0.0482,-9.449,0,Nobody (feat. Athena Cage),63,1996,0.0318,117.90700000000001,0.38799999999999996,1996
0.145,"['Eminem', 'Juice WRLD']",0.8079999999999999,210800,0.745,1,7FIWs0pqAYbP91WWM0vlTQ,0.0,10,0.292,-5.26,0,Godzilla (feat. Juice WRLD),86,2020-01-17,0.342,165.995,0.8290000000000001,2020
0.747,['Трумен Капоте'],0.7240000000000001,115700,0.18899999999999997,1,0RItU5g5WXIRTjTXcvIIK5,0.0,1,0.179,-14.855,1,"Часть 19.11 - Другие голоса, другие комнаты",0,1948,0.95,82.594,0.774,1948
0.98,"['M. L. Vasanthakumari', 'M. K. Thyagaraja Bhagavathar']",0.65,166818,0.547,0,0SCd7CRPrqRsksVICzPEC7,0.0038299999999999996,7,0.149,-7.019,1,Ingu Angu Engu,0,1948-12-31,0.0668,102.53,0.872,1948
0.889,"['Igor Stravinsky', 'New York Philharmonic']",0.659,208600,0.21600000000000005,0,0T2rDo4mvdabliEtqURJrz,0.000177,1,0.812,-13.464,1,Circus Polka,0,1948,0.0885,99.288,0.525,1948
0.987,['Yves Montand'],0.675,175440,0.114,0,0TMA3Aq5gn2jWngI1qGzLm,0.00162,0,0.128,-16.581,1,Le Cocher De Fiacre,0,1948-01-01,0.0445,120.35,0.434,1948

